"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Lawrence County, AL"	"01079"	134	746485	18.0
	"Lee County, AL"	"01081"	326	3075012	10.6
	"Limestone County, AL"	"01083"	233	1796090	13.0
	"Lowndes County, AL"	"01085"	19	253625	Unreliable
	"Macon County, AL"	"01087"	37	464324	8.0
	"Madison County, AL"	"01089"	972	7192406	13.5
	"Marengo County, AL"	"01091"	36	458479	7.9
	"Marion County, AL"	"01093"	116	670164	17.3
	"Marshall County, AL"	"01095"	310	1993871	15.5
	"Mobile County, AL"	"01097"	1208	8975224	13.5
	"Monroe County, AL"	"01099"	59	501263	11.8
	"Montgomery County, AL"	"01101"	515	4973622	10.4
	"Morgan County, AL"	"01103"	450	2568864	17.5
	"Perry County, AL"	"01105"	16	229560	Unreliable
	"Pickens County, AL"	"01107"	50	443965	11.3
	"Pike County, AL"	"01109"	100	702548	14.2
	"Randolph County, AL"	"01111"	96	498116	19.3
	"Russell County, AL"	"01113"	181	1185660	15.3
	"St. Clair County, AL"	"01115"	293	1751394	16.7
	"Shelby County, AL"	"01117"	526	4120429	12.8
	"Sumter County, AL"	"01119"	19	300557	Unreliable
	"Talladega County, AL"	"01121"	247	1784493	13.8
	"Tallapoosa County, AL"	"01123"	132	904413	14.6
	"Tuscaloosa County, AL"	"01125"	470	4168834	11.3
	"Walker County, AL"	"01127"	301	1475039	20.4
	"Washington County, AL"	"01129"	53	380030	13.9
	"Wilcox County, AL"	"01131"	19	258895	Unreliable
	"Winston County, AL"	"01133"	83	534995	15.5
	"Aleutians West Census Area, AK"	"02016"	16	123330	Unreliable
	"Anchorage Borough, AK"	"02020"	1154	6247630	18.5
	"Bethel Census Area, AK"	"02050"	173	378210	45.7
	"Bristol Bay Borough, AK"	"02060"	13	22684	Unreliable
	"Dillingham Census Area, AK"	"02070"	33	107749	30.6
	"Fairbanks North Star Borough, AK"	"02090"	393	2065626	19.0
	"Haines Borough, AK"	"02100"	10	53818	Unreliable
	"Juneau Borough, AK"	"02110"	116	693520	16.7
	"Kenai Peninsula Borough, AK"	"02122"	290	1203197	24.1
	"Ketchikan Gateway Borough, AK"	"02130"	59	300346	19.6
	"Kodiak Island Borough, AK"	"02150"	50	297960	16.8
	"Matanuska-Susitna Borough, AK"	"02170"	407	1892709	21.5
	"Nome Census Area, AK"	"02180"	151	210229	71.8
	"North Slope Borough, AK"	"02185"	65	195049	33.3
	"Northwest Arctic Borough, AK"	"02188"	112	165300	67.8
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	17	85493	Unreliable
	"Sitka Borough, AK"	"02220"	39	194308	20.1
	"Southeast Fairbanks Census Area, AK"	"02240"	32	146257	21.9
	"Valdez-Cordova Census Area, AK"	"02261"	52	203432	25.6
	"Wade Hampton Census Area, AK"	"02270"	162	167712	96.6
	"Wrangell-Petersburg Census Area, AK"	"02280"	11	94972	Unreliable
	"Yukon-Koyukuk Census Area, AK"	"02290"	74	134664	55.0
	"Apache County, AZ"	"04001"	441	1551691	28.4
	"Cochise County, AZ"	"04003"	604	2767878	21.8
	"Coconino County, AZ"	"04005"	625	2899465	21.6
	"Gila County, AZ"	"04007"	326	1160766	28.1
	"Graham County, AZ"	"04009"	127	791113	16.1
	"Greenlee County, AZ"	"04011"	34	190371	17.9
	"La Paz County, AZ"	"04012"	122	446983	27.3
	"Maricopa County, AZ"	"04013"	12527	83652934	15.0
	"Mohave County, AZ"	"04015"	1328	4237864	31.3
	"Navajo County, AZ"	"04017"	633	2325881	27.2
	"Pima County, AZ"	"04019"	3841	21113711	18.2
	"Pinal County, AZ"	"04021"	1162	7247174	16.0
	"Santa Cruz County, AZ"	"04023"	88	977728	9.0
	"Yavapai County, AZ"	"04025"	1441	4533870	31.8
	"Yuma County, AZ"	"04027"	472	4181996	11.3
	"Arkansas County, AR"	"05001"	67	421615	15.9
	"Ashley County, AR"	"05003"	65	482187	13.5
	"Baxter County, AR"	"05005"	248	891988	27.8
	"Benton County, AR"	"05007"	686	4765961	14.4
	"Boone County, AR"	"05009"	160	797986	20.1
	"Bradley County, AR"	"05011"	32	255000	12.5
	"Calhoun County, AR"	"05013"	24	119436	20.1
	"Carroll County, AR"	"05015"	117	593881	19.7
	"Chicot County, AR"	"05017"	24	263590	9.1
	"Clark County, AR"	"05019"	58	503232	11.5
	"Clay County, AR"	"05021"	53	352571	15.0
	"Cleburne County, AR"	"05023"	98	553499	17.7
	"Cleveland County, AR"	"05025"	36	187592	19.2
	"Columbia County, AR"	"05027"	86	540046	15.9
	"Conway County, AR"	"05029"	76	458833	16.6
	"Craighead County, AR"	"05031"	298	2106094	14.1
	"Crawford County, AR"	"05033"	229	1313778	17.4
	"Crittenden County, AR"	"05035"	129	1097728	11.8
	"Cross County, AR"	"05037"	69	395562	17.4
	"Dallas County, AR"	"05039"	18	179018	Unreliable
	"Desha County, AR"	"05041"	33	289347	11.4
	"Drew County, AR"	"05043"	55	408068	13.5
	"Faulkner County, AR"	"05045"	322	2400765	13.4
	"Franklin County, AR"	"05047"	75	394635	19.0
	"Fulton County, AR"	"05049"	66	266494	24.8
	"Garland County, AR"	"05051"	537	2084063	25.8
	"Grant County, AR"	"05053"	62	386657	16.0
	"Greene County, AR"	"05055"	189	916878	20.6
	"Hempstead County, AR"	"05057"	42	496508	8.5
	"Hot Spring County, AR"	"05059"	153	713569	21.4
	"Howard County, AR"	"05061"	42	302367	13.9
	"Independence County, AR"	"05063"	140	794573	17.6
	"Izard County, AR"	"05065"	66	296796	22.2
	"Jackson County, AR"	"05067"	64	390033	16.4
	"Jefferson County, AR"	"05069"	183	1678529	10.9
	"Johnson County, AR"	"05071"	93	551368	16.9
	"Lafayette County, AR"	"05073"	33	167017	19.8
	"Lawrence County, AR"	"05075"	62	377814	16.4
	"Lee County, AR"	"05077"	35	232888	15.0
	"Lincoln County, AR"	"05079"	33	309259	10.7
	"Little River County, AR"	"05081"	58	284567	20.4
	"Logan County, AR"	"05083"	109	488680	22.3
	"Lonoke County, AR"	"05085"	220	1437086	15.3
	"Madison County, AR"	"05087"	66	338232	19.5
	"Marion County, AR"	"05089"	93	362368	25.7
	"Miller County, AR"	"05091"	142	938791	15.1
	"Mississippi County, AR"	"05093"	136	1014140	13.4
	"Monroe County, AR"	"05095"	27	183845	14.7
	"Montgomery County, AR"	"05097"	45	202866	22.2
	"Nevada County, AR"	"05099"	33	199242	16.6
	"Newton County, AR"	"05101"	38	180855	21.0
	"Ouachita County, AR"	"05103"	70	570097	12.3
	"Perry County, AR"	"05105"	59	227343	26.0
	"Phillips County, AR"	"05107"	55	481678	11.4
	"Pike County, AR"	"05109"	36	244351	14.7
	"Poinsett County, AR"	"05111"	104	540869	19.2
	"Polk County, AR"	"05113"	100	445570	22.4
	"Pope County, AR"	"05115"	182	1325363	13.7
	"Prairie County, AR"	"05117"	26	192361	13.5
	"Pulaski County, AR"	"05119"	1223	8350216	14.6
	"Randolph County, AR"	"05121"	69	395022	17.5
	"St. Francis County, AR"	"05123"	62	608902	10.2
	"Saline County, AR"	"05125"	369	2297833	16.1
	"Scott County, AR"	"05127"	46	238644	19.3
	"Searcy County, AR"	"05129"	39	177555	22.0
	"Sebastian County, AR"	"05131"	415	2711839	15.3
	"Sevier County, AR"	"05133"	69	365470	18.9
	"Sharp County, AR"	"05135"	89	379913	23.4
	"Stone County, AR"	"05137"	65	268468	24.2
	"Union County, AR"	"05139"	146	921868	15.8
	"Van Buren County, AR"	"05141"	70	368694	19.0
	"Washington County, AR"	"05143"	609	4420334	13.8
	"White County, AR"	"05145"	252	1643633	15.3
	"Woodruff County, AR"	"05147"	33	164001	20.1
	"Yell County, AR"	"05149"	72	473896	15.2
	"Alameda County, CA"	"06001"	2937	33754012	8.7
	"Amador County, CA"	"06005"	212	826858	25.6
	"Butte County, CA"	"06007"	870	4785059	18.2
	"Calaveras County, CA"	"06009"	224	980291	22.9
	"Colusa County, CA"	"06011"	59	457105	12.9
	"Contra Costa County, CA"	"06013"	2303	23152448	9.9
	"Del Norte County, CA"	"06015"	116	613889	18.9
	"El Dorado County, CA"	"06017"	645	3908926	16.5
	"Fresno County, CA"	"06019"	1853	20104141	9.2
	"Glenn County, CA"	"06021"	103	608019	16.9
	"Humboldt County, CA"	"06023"	664	2921490	22.7
	"Imperial County, CA"	"06025"	255	3666567	7.0
	"Inyo County, CA"	"06027"	83	402629	20.6
	"Kern County, CA"	"06029"	2048	17779879	11.5
	"Kings County, CA"	"06031"	303	3221880	9.4
	"Lake County, CA"	"06033"	353	1390977	25.4
	"Lassen County, CA"	"06035"	152	729555	20.8
	"Los Angeles County, CA"	"06037"	17112	216959825	7.9
	"Madera County, CA"	"06039"	362	3198671	11.3
	"Marin County, CA"	"06041"	815	5552041	14.7
	"Mariposa County, CA"	"06043"	95	389298	24.4
	"Mendocino County, CA"	"06045"	418	1921486	21.8
	"Merced County, CA"	"06047"	492	5518716	8.9
	"Modoc County, CA"	"06049"	41	204380	20.1
	"Mono County, CA"	"06051"	33	303763	10.9
	"Monterey County, CA"	"06053"	823	9189660	9.0
	"Napa County, CA"	"06055"	321	2961500	10.8
	"Nevada County, CA"	"06057"	415	2142412	19.4
	"Orange County, CA"	"06059"	6166	66552938	9.3
	"Placer County, CA"	"06061"	958	7411284	12.9
	"Plumas County, CA"	"06063"	100	437398	22.9
	"Riverside County, CA"	"06065"	4840	46163400	10.5
	"Sacramento County, CA"	"06067"	3877	31037296	12.5
	"San Benito County, CA"	"06069"	95	1247002	7.6
	"San Bernardino County, CA"	"06071"	4398	43974051	10.0
	"San Diego County, CA"	"06073"	8016	68019091	11.8
	"San Francisco County, CA"	"06075"	2009	17921296	11.2
	"San Joaquin County, CA"	"06077"	1451	14915373	9.7
	"San Luis Obispo County, CA"	"06079"	936	5891607	15.9
	"San Mateo County, CA"	"06081"	1378	15976409	8.6
	"Santa Barbara County, CA"	"06083"	1023	9317579	11.0
	"Santa Clara County, CA"	"06085"	3161	39356166	8.0
	"Santa Cruz County, CA"	"06087"	796	5774836	13.8
	"Shasta County, CA"	"06089"	879	3863372	22.8
	"Sierra County, CA"	"06091"	19	71033	Unreliable
	"Siskiyou County, CA"	"06093"	238	970946	24.5
	"Solano County, CA"	"06095"	1036	9225868	11.2
	"Sonoma County, CA"	"06097"	1373	10579646	13.0
	"Stanislaus County, CA"	"06099"	1148	11230471	10.2
	"Sutter County, CA"	"06101"	255	2007457	12.7
	"Tehama County, CA"	"06103"	249	1354193	18.4
	"Trinity County, CA"	"06105"	97	289753	33.5
	"Tulare County, CA"	"06107"	845	9425017	9.0
	"Tuolumne County, CA"	"06109"	264	1211872	21.8
	"Ventura County, CA"	"06111"	1900	17908411	10.6
	"Yolo County, CA"	"06113"	404	4352726	9.3
	"Yuba County, CA"	"06115"	259	1548254	16.7
	"Adams County, CO"	"08001"	1661	9666228	17.2
	"Alamosa County, CO"	"08003"	81	344932	23.5
	"Arapahoe County, CO"	"08005"	2072	12582826	16.5
	"Archuleta County, CO"	"08007"	72	264332	27.2
	"Baca County, CO"	"08009"	22	85563	25.7
	"Bent County, CO"	"08011"	22	130723	16.8
	"Boulder County, CO"	"08013"	1122	6641609	16.9
	"Broomfield County, CO"	"08014"	178	1048261	17.0
	"Chaffee County, CO"	"08015"	108	395724	27.3
	"Clear Creek County, CO"	"08019"	56	204086	27.4
	"Conejos County, CO"	"08021"	46	181612	25.3
	"Costilla County, CO"	"08023"	22	80119	27.5
	"Crowley County, CO"	"08025"	19	124927	Unreliable
	"Custer County, CO"	"08027"	26	92985	28.0
	"Delta County, CO"	"08029"	166	657926	25.2
	"Denver County, CO"	"08031"	2299	13590522	16.9
	"Dolores County, CO"	"08033"	13	43466	Unreliable
	"Douglas County, CO"	"08035"	815	6057943	13.5
	"Eagle County, CO"	"08037"	149	1098222	13.6
	"Elbert County, CO"	"08039"	98	511734	19.2
	"El Paso County, CO"	"08041"	2853	13596321	21.0
	"Fremont County, CO"	"08043"	316	1032804	30.6
	"Garfield County, CO"	"08045"	237	1182695	20.0
	"Gilpin County, CO"	"08047"	26	117699	22.1
	"Grand County, CO"	"08049"	68	313279	21.7
	"Gunnison County, CO"	"08051"	74	338857	21.8
	"Huerfano County, CO"	"08055"	50	154096	32.4
	"Jefferson County, CO"	"08059"	2189	11971828	18.3
	"Kit Carson County, CO"	"08063"	34	174246	19.5
	"Lake County, CO"	"08065"	42	166318	25.3
	"La Plata County, CO"	"08067"	221	1115560	19.8
	"Larimer County, CO"	"08069"	1218	6635679	18.4
	"Las Animas County, CO"	"08071"	89	330335	26.9
	"Lincoln County, CO"	"08073"	26	124287	20.9
	"Logan County, CO"	"08075"	80	482249	16.6
	"Mesa County, CO"	"08077"	787	3071684	25.6
	"Moffat County, CO"	"08081"	88	290902	30.3
	"Montezuma County, CO"	"08083"	177	555015	31.9
	"Montrose County, CO"	"08085"	198	862399	23.0
	"Morgan County, CO"	"08087"	93	616321	15.1
	"Otero County, CO"	"08089"	70	417535	16.8
	"Ouray County, CO"	"08091"	19	95737	Unreliable
	"Park County, CO"	"08093"	122	361777	33.7
	"Phillips County, CO"	"08095"	13	96585	Unreliable
	"Pitkin County, CO"	"08097"	73	364238	20.0
	"Prowers County, CO"	"08099"	47	283512	16.6
	"Pueblo County, CO"	"08101"	768	3445085	22.3
	"Rio Blanco County, CO"	"08103"	41	139909	29.3
	"Rio Grande County, CO"	"08105"	51	260984	19.5
	"Routt County, CO"	"08107"	101	502621	20.1
	"Saguache County, CO"	"08109"	38	138378	27.5
	"San Miguel County, CO"	"08113"	22	163579	13.4
	"Sedgwick County, CO"	"08115"	22	54020	40.7
	"Summit County, CO"	"08117"	97	605919	16.0
	"Teller County, CO"	"08119"	159	504406	31.5
	"Washington County, CO"	"08121"	14	107277	Unreliable
	"Weld County, CO"	"08123"	856	5537038	15.5
	"Yuma County, CO"	"08125"	24	219173	11.0
	"Fairfield County, CT"	"09001"	1531	20174674	7.6
	"Hartford County, CT"	"09003"	1828	19451011	9.4
	"Litchfield County, CT"	"09005"	491	4085856	12.0
	"Middlesex County, CT"	"09007"	395	3572683	11.1
	"New Haven County, CT"	"09009"	1780	18714508	9.5
	"New London County, CT"	"09011"	669	5912579	11.3
	"Tolland County, CT"	"09013"	355	3260464	10.9
	"Windham County, CT"	"09015"	321	2539667	12.6
	"Kent County, DE"	"10001"	421	3457907	12.2
	"New Castle County, DE"	"10003"	1332	11780335	11.3
	"Sussex County, DE"	"10005"	552	4293999	12.9
	"District of Columbia, DC"	"11001"	824	13636649	6.0
	"Alachua County, FL"	"12001"	678	5403085	12.5
	"Baker County, FL"	"12003"	76	574145	13.2
	"Bay County, FL"	"12005"	741	3685868	20.1
	"Bradford County, FL"	"12007"	92	605265	15.2
	"Brevard County, FL"	"12009"	2396	11928629	20.1
	"Broward County, FL"	"12011"	4950	39322662	12.6
	"Calhoun County, FL"	"12013"	44	308906	14.2
	"Charlotte County, FL"	"12015"	672	3599870	18.7
	"Citrus County, FL"	"12017"	720	3011753	23.9
	"Clay County, FL"	"12019"	660	4058790	16.3
	"Collier County, FL"	"12021"	930	7109363	13.1
	"Columbia County, FL"	"12023"	242	1437944	16.8
	"DeSoto County, FL"	"12027"	117	763370	15.3
	"Dixie County, FL"	"12029"	75	345644	21.7
	"Duval County, FL"	"12031"	2907	19060286	15.3
	"Escambia County, FL"	"12033"	1063	6680374	15.9
	"Flagler County, FL"	"12035"	355	1946054	18.2
	"Franklin County, FL"	"12037"	37	247592	14.9
	"Gadsden County, FL"	"12039"	122	1005653	12.1
	"Gilchrist County, FL"	"12041"	71	362389	19.6
	"Glades County, FL"	"12043"	49	277869	17.6
	"Gulf County, FL"	"12045"	66	336409	19.6
	"Hamilton County, FL"	"12047"	38	313203	12.1
	"Hardee County, FL"	"12049"	69	598285	11.5
	"Hendry County, FL"	"12051"	95	847922	11.2
	"Hernando County, FL"	"12053"	704	3661115	19.2
	"Highlands County, FL"	"12055"	444	2140361	20.7
	"Hillsborough County, FL"	"12057"	3598	27086589	13.3
	"Holmes County, FL"	"12059"	83	429094	19.3
	"Indian River County, FL"	"12061"	506	3008524	16.8
	"Jackson County, FL"	"12063"	153	1054985	14.5
	"Jefferson County, FL"	"12065"	42	309750	13.6
	"Lafayette County, FL"	"12067"	19	180397	Unreliable
	"Lake County, FL"	"12069"	1077	6424945	16.8
	"Lee County, FL"	"12071"	2266	13514093	16.8
	"Leon County, FL"	"12073"	646	5951232	10.9
	"Levy County, FL"	"12075"	180	858034	21.0
	"Liberty County, FL"	"12077"	17	175417	Unreliable
	"Madison County, FL"	"12079"	57	414430	13.8
	"Manatee County, FL"	"12081"	1216	7246849	16.8
	"Marion County, FL"	"12083"	1376	7049015	19.5
	"Martin County, FL"	"12085"	593	3215156	18.4
	"Miami-Dade County, FL"	"12086"	5111	55145614	9.3
	"Monroe County, FL"	"12087"	441	1673329	26.4
	"Nassau County, FL"	"12089"	297	1589835	18.7
	"Okaloosa County, FL"	"12091"	748	4140567	18.1
	"Okeechobee County, FL"	"12093"	156	864409	18.0
	"Orange County, FL"	"12095"	2603	25259679	10.3
	"Osceola County, FL"	"12097"	677	5964345	11.4
	"Palm Beach County, FL"	"12099"	4182	29131805	14.4
	"Pasco County, FL"	"12101"	1926	9995661	19.3
	"Pinellas County, FL"	"12103"	3912	20577081	19.0
	"Polk County, FL"	"12105"	1794	13157717	13.6
	"Putnam County, FL"	"12107"	329	1608335	20.5
	"St. Johns County, FL"	"12109"	722	4193106	17.2
	"St. Lucie County, FL"	"12111"	901	5867423	15.4
	"Santa Rosa County, FL"	"12113"	597	3332687	17.9
	"Sarasota County, FL"	"12115"	1590	8374105	19.0
	"Seminole County, FL"	"12117"	1168	9274450	12.6
	"Sumter County, FL"	"12119"	292	2033878	14.4
	"Suwannee County, FL"	"12121"	165	896042	18.4
	"Taylor County, FL"	"12123"	82	470359	17.4
	"Union County, FL"	"12125"	62	326316	19.0
	"Volusia County, FL"	"12127"	2254	10948955	20.6
	"Wakulla County, FL"	"12129"	106	638107	16.6
	"Walton County, FL"	"12131"	230	1230498	18.7
	"Washington County, FL"	"12133"	97	519800	18.7
	"Appling County, GA"	"13001"	48	397552	12.1
	"Atkinson County, GA"	"13003"	18	179392	Unreliable
	"Bacon County, GA"	"13005"	31	238618	13.0
	"Baker County, GA"	"13007"	11	78206	Unreliable
	"Baldwin County, GA"	"13009"	117	1004375	11.6
	"Banks County, GA"	"13011"	64	383297	16.7
	"Barrow County, GA"	"13013"	235	1451913	16.2
	"Bartow County, GA"	"13015"	328	2103483	15.6
	"Ben Hill County, GA"	"13017"	39	381004	10.2
	"Berrien County, GA"	"13019"	64	402417	15.9
	"Bibb County, GA"	"13021"	391	3391213	11.5
	"Bleckley County, GA"	"13023"	46	275858	16.7
	"Brantley County, GA"	"13025"	50	382953	13.1
	"Brooks County, GA"	"13027"	47	350887	13.4
	"Bryan County, GA"	"13029"	98	675116	14.5
	"Bulloch County, GA"	"13031"	159	1494649	10.6
	"Burke County, GA"	"13033"	61	501139	12.2
	"Butts County, GA"	"13035"	79	501694	15.7
	"Camden County, GA"	"13039"	148	1087826	13.6
	"Candler County, GA"	"13043"	34	231433	14.7
	"Carroll County, GA"	"13045"	353	2360818	15.0
	"Catoosa County, GA"	"13047"	190	1369510	13.9
	"Charlton County, GA"	"13049"	39	268841	14.5
	"Chatham County, GA"	"13051"	739	5780560	12.8
	"Chattahoochee County, GA"	"13053"	34	281265	12.1
	"Chattooga County, GA"	"13055"	83	559416	14.8
	"Cherokee County, GA"	"13057"	585	4539692	12.9
	"Clarke County, GA"	"13059"	288	2550146	11.3
	"Clay County, GA"	"13061"	12	69325	Unreliable
	"Clayton County, GA"	"13063"	482	5797861	8.3
	"Clinch County, GA"	"13065"	14	149937	Unreliable
	"Cobb County, GA"	"13067"	1575	15135765	10.4
	"Coffee County, GA"	"13069"	111	908804	12.2
	"Colquitt County, GA"	"13071"	134	978828	13.7
	"Columbia County, GA"	"13073"	343	2711496	12.6
	"Cook County, GA"	"13075"	52	368581	14.1
	"Coweta County, GA"	"13077"	347	2683314	12.9
	"Crawford County, GA"	"13079"	46	276326	16.6
	"Crisp County, GA"	"13081"	65	500184	13.0
	"Dade County, GA"	"13083"	59	355639	16.6
	"Dawson County, GA"	"13085"	108	471344	22.9
	"Decatur County, GA"	"13087"	83	604692	13.7
	"DeKalb County, GA"	"13089"	1330	15441167	8.6
	"Dodge County, GA"	"13091"	63	455033	13.8
	"Dooly County, GA"	"13093"	29	296547	9.8
	"Dougherty County, GA"	"13095"	192	2051606	9.4
	"Douglas County, GA"	"13097"	323	2747859	11.8
	"Early County, GA"	"13099"	31	244983	12.7
	"Effingham County, GA"	"13103"	154	1122074	13.7
	"Elbert County, GA"	"13105"	67	439980	15.2
	"Emanuel County, GA"	"13107"	58	490187	11.8
	"Evans County, GA"	"13109"	34	237718	14.3
	"Fannin County, GA"	"13111"	102	510778	20.0
	"Fayette County, GA"	"13113"	237	2307704	10.3
	"Floyd County, GA"	"13115"	337	2094738	16.1
	"Forsyth County, GA"	"13117"	414	3786718	10.9
	"Franklin County, GA"	"13119"	103	482298	21.4
	"Fulton County, GA"	"13121"	2082	20303648	10.3
	"Gilmer County, GA"	"13123"	133	611750	21.7
	"Glascock County, GA"	"13125"	10	63952	Unreliable
	"Glynn County, GA"	"13127"	241	1709916	14.1
	"Gordon County, GA"	"13129"	156	1166781	13.4
	"Grady County, GA"	"13131"	63	539760	11.7
	"Greene County, GA"	"13133"	50	354225	14.1
	"Gwinnett County, GA"	"13135"	1760	17300668	10.2
	"Habersham County, GA"	"13137"	126	915572	13.8
	"Hall County, GA"	"13139"	498	3865455	12.9
	"Hancock County, GA"	"13141"	20	204138	9.8
	"Haralson County, GA"	"13143"	140	620646	22.6
	"Harris County, GA"	"13145"	93	669540	13.9
	"Hart County, GA"	"13147"	85	546184	15.6
	"Heard County, GA"	"13149"	46	253569	18.1
	"Henry County, GA"	"13151"	517	4162497	12.4
	"Houston County, GA"	"13153"	394	3008639	13.1
	"Irwin County, GA"	"13155"	21	210720	10.0
	"Jackson County, GA"	"13157"	207	1266815	16.3
	"Jasper County, GA"	"13159"	56	291242	19.2
	"Jeff Davis County, GA"	"13161"	40	314783	12.7
	"Jefferson County, GA"	"13163"	37	363820	10.2
	"Jenkins County, GA"	"13165"	16	190150	Unreliable
	"Johnson County, GA"	"13167"	20	211049	9.5
	"Jones County, GA"	"13169"	93	603432	15.4
	"Lamar County, GA"	"13171"	47	388446	12.1
	"Lanier County, GA"	"13173"	18	203917	Unreliable
	"Laurens County, GA"	"13175"	128	1036524	12.3
	"Lee County, GA"	"13177"	94	610356	15.4
	"Liberty County, GA"	"13179"	192	1388383	13.8
	"Lincoln County, GA"	"13181"	21	177130	11.9
	"Long County, GA"	"13183"	31	320097	9.7
	"Lowndes County, GA"	"13185"	263	2330813	11.3
	"Lumpkin County, GA"	"13187"	122	625283	19.5
	"McDuffie County, GA"	"13189"	67	472133	14.2
	"McIntosh County, GA"	"13191"	37	291473	12.7
	"Macon County, GA"	"13193"	34	307884	11.0
	"Madison County, GA"	"13195"	97	612171	15.8
	"Marion County, GA"	"13197"	22	179721	12.2
	"Meriwether County, GA"	"13199"	65	482353	13.5
	"Miller County, GA"	"13201"	12	133213	Unreliable
	"Mitchell County, GA"	"13205"	60	509481	11.8
	"Monroe County, GA"	"13207"	97	560508	17.3
	"Montgomery County, GA"	"13209"	37	196472	18.8
	"Morgan County, GA"	"13211"	48	385535	12.5
	"Murray County, GA"	"13213"	112	862070	13.0
	"Muscogee County, GA"	"13215"	502	4208313	11.9
	"Newton County, GA"	"13217"	262	2048900	12.8
	"Oconee County, GA"	"13219"	84	713338	11.8
	"Oglethorpe County, GA"	"13221"	45	313308	14.4
	"Paulding County, GA"	"13223"	380	2894649	13.1
	"Peach County, GA"	"13225"	88	576612	15.3
	"Pickens County, GA"	"13227"	118	629170	18.8
	"Pierce County, GA"	"13229"	65	395508	16.4
	"Pike County, GA"	"13231"	63	370518	17.0
	"Polk County, GA"	"13233"	148	895782	16.5
	"Pulaski County, GA"	"13235"	39	242887	16.1
	"Putnam County, GA"	"13237"	78	456067	17.1
	"Rabun County, GA"	"13241"	76	355092	21.4
	"Randolph County, GA"	"13243"	18	164060	Unreliable
	"Richmond County, GA"	"13245"	543	4395920	12.4
	"Rockdale County, GA"	"13247"	192	1816546	10.6
	"Schley County, GA"	"13249"	17	102772	Unreliable
	"Screven County, GA"	"13251"	28	321124	8.7
	"Seminole County, GA"	"13253"	27	193402	14.0
	"Spalding County, GA"	"13255"	203	1383852	14.7
	"Stephens County, GA"	"13257"	98	565666	17.3
	"Stewart County, GA"	"13259"	13	127677	Unreliable
	"Sumter County, GA"	"13261"	66	702210	9.4
	"Talbot County, GA"	"13263"	14	144880	Unreliable
	"Tattnall County, GA"	"13267"	80	532325	15.0
	"Taylor County, GA"	"13269"	31	188888	16.4
	"Telfair County, GA"	"13271"	34	333334	10.2
	"Terrell County, GA"	"13273"	22	211802	10.4
	"Thomas County, GA"	"13275"	119	969421	12.3
	"Tift County, GA"	"13277"	102	875151	11.7
	"Toombs County, GA"	"13279"	76	589981	12.9
	"Towns County, GA"	"13281"	47	232365	20.2
	"Treutlen County, GA"	"13283"	19	149844	Unreliable
	"Troup County, GA"	"13285"	192	1445843	13.3
	"Turner County, GA"	"13287"	20	192611	10.4
	"Twiggs County, GA"	"13289"	35	202919	17.2
	"Union County, GA"	"13291"	104	462656	22.5
	"Upson County, GA"	"13293"	84	594019	14.1
	"Walker County, GA"	"13295"	185	1466594	12.6
	"Walton County, GA"	"13297"	260	1765886	14.7
	"Ware County, GA"	"13299"	102	784646	13.0
	"Warren County, GA"	"13301"	16	127942	Unreliable
	"Washington County, GA"	"13303"	47	458111	10.3
	"Wayne County, GA"	"13305"	91	640088	14.2
	"Wheeler County, GA"	"13309"	17	159858	Unreliable
	"White County, GA"	"13311"	104	576116	18.1
	"Whitfield County, GA"	"13313"	249	2154121	11.6
	"Wilcox County, GA"	"13315"	30	194965	15.4
	"Wilkes County, GA"	"13317"	37	226702	16.3
	"Wilkinson County, GA"	"13319"	32	210922	15.2
	"Worth County, GA"	"13321"	70	470342	14.9
	"Hawaii County, HI"	"15001"	650	3954961	16.4
	"Honolulu County, HI"	"15003"	2178	20744766	10.5
	"Kauai County, HI"	"15007"	231	1457035	15.9
	"Maui County, HI"	"15009"	520	3332215	15.6
	"Ada County, ID"	"16001"	1393	8577851	16.2
	"Adams County, ID"	"16003"	21	85377	24.6
	"Bannock County, ID"	"16005"	383	1788929	21.4
	"Bear Lake County, ID"	"16007"	40	134048	29.8
	"Benewah County, ID"	"16009"	46	201291	22.9
	"Bingham County, ID"	"16011"	189	976561	19.4
	"Blaine County, ID"	"16013"	84	466026	18.0
	"Boise County, ID"	"16015"	41	155651	26.3
	"Bonner County, ID"	"16017"	208	896828	23.2
	"Bonneville County, ID"	"16019"	433	2225403	19.5
	"Boundary County, ID"	"16021"	66	238788	27.6
	"Butte County, ID"	"16023"	10	60509	Unreliable
	"Canyon County, ID"	"16027"	660	4041953	16.3
	"Caribou County, ID"	"16029"	36	154047	23.4
	"Cassia County, ID"	"16031"	78	496625	15.7
	"Clearwater County, ID"	"16035"	45	191276	23.5
	"Custer County, ID"	"16037"	36	93011	38.7
	"Elmore County, ID"	"16039"	104	589952	17.6
	"Franklin County, ID"	"16041"	45	277315	16.2
	"Fremont County, ID"	"16043"	40	280721	14.2
	"Gem County, ID"	"16045"	74	365724	20.2
	"Gooding County, ID"	"16047"	52	328499	15.8
	"Idaho County, ID"	"16049"	75	352049	21.3
	"Jefferson County, ID"	"16051"	90	542799	16.6
	"Jerome County, ID"	"16053"	88	470952	18.7
